run_json,frequency_mhz,port,gain_db,amplitude,phase_rms_10ms_deg,coherence
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T223136472639Z-ref-before-B-ANT8-20260908T223429.282111Z/run.json,5811.0,ANT8,60,0.002807119982102731,5.439808472355246,0.05874617959155007
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/diagnostic-2475-A-g40-ANT1-20260908T170741.948072Z/run.json,2475.0,ANT1,40,0.03073310420317481,0.5575972107866963,0.5617168982293247
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r1-ANT1-20260908T163303.526186Z/run.json,2450.0,ANT1,40,0.8907296746944069,141.13181708372232,0.22807019348901772
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r1-ANT2-20260908T163322.627618Z/run.json,2450.0,ANT2,40,0.1692188874149975,117.82523964138036,0.20941085303987486
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r1-ANT4-20260908T163339.239579Z/run.json,2450.0,ANT4,40,0.20495699556663285,99.574348054992,0.21478677564696108
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r1-ANT5-20260908T163428.806192Z/run.json,2450.0,ANT5,40,0.38666278550157235,94.29152822133817,0.24511426230059588
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r1-ANT7-20260908T163412.932940Z/run.json,2450.0,ANT7,40,0.05034157247773676,83.88822028245745,0.17923885144142557
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r1-ANT8-20260908T163357.174534Z/run.json,2450.0,ANT8,40,0.5313199316216354,137.14455115806945,0.2586595676455916
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r2-ANT1-20260908T163603.564754Z/run.json,2450.0,ANT1,40,0.9213550820640943,139.49359356675765,0.23148886689960127
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r2-ANT2-20260908T163548.595021Z/run.json,2450.0,ANT2,40,0.17680352316617565,112.32093777747424,0.21433871440311028
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r2-ANT4-20260908T163533.325880Z/run.json,2450.0,ANT4,40,0.2112651035483077,100.65509633078791,0.21820323925893625
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r2-ANT5-20260908T163443.648817Z/run.json,2450.0,ANT5,40,0.37888722259215646,90.74835027161689,0.24549275690364378
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r2-ANT7-20260908T163501.854161Z/run.json,2450.0,ANT7,40,0.05178585484241949,80.31415126697435,0.1785682769251334
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-2450000000-g40-r2-ANT8-20260908T163517.963071Z/run.json,2450.0,ANT8,40,0.402945155257061,134.8948462635032,0.22448523489703603
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r1-ANT1-20260908T163622.384665Z/run.json,5800.0,ANT1,60,0.0004679134370302526,40.4828042877636,0.009129270427553248
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r1-ANT2-20260908T163640.120412Z/run.json,5800.0,ANT2,60,0.004646567476986541,2.8592704349945284,0.10756848028703649
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r1-ANT4-20260908T163656.659885Z/run.json,5800.0,ANT4,60,0.003332598786408027,4.15420685670509,0.07714574604462808
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r1-ANT5-20260908T163738.994186Z/run.json,5800.0,ANT5,60,0.0019886583131161813,7.47018916822495,0.046194743696366836
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r1-ANT7-20260908T163725.777840Z/run.json,5800.0,ANT7,60,0.003365291520980412,3.824667412882783,0.07837369854877367
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r1-ANT8-20260908T163711.624428Z/run.json,5800.0,ANT8,60,0.0023972359271788265,6.295053981520707,0.054678845591840664
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r2-ANT1-20260908T163914.291929Z/run.json,5800.0,ANT1,60,0.0004197569968945601,45.00784104467405,0.00824640420035349
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r2-ANT2-20260908T163900.229292Z/run.json,5800.0,ANT2,60,0.004667279274295395,3.04771386921717,0.10818705803250503
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r2-ANT4-20260908T163843.793846Z/run.json,5800.0,ANT4,60,0.003266207785576167,4.327999405161433,0.07562625397096319
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r2-ANT5-20260908T163752.792274Z/run.json,5800.0,ANT5,60,0.001961669553244593,6.837009795477818,0.04564577166943218
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r2-ANT7-20260908T163807.606744Z/run.json,5800.0,ANT7,60,0.0032726176001399237,4.177106361949579,0.07599221145749216
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/headroom-20260908T163303298482Z-5800000000-g60-r2-ANT8-20260908T163824.525033Z/run.json,5800.0,ANT8,60,0.0023476458008793947,5.945884246163855,0.0535951662561598
/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/stimulus-2450000000-A-g40-ANT1-20260908T163018.214977Z/run.json,2450.0,ANT1,40,0.8553259615518017,137.5859512710074,0.22166723319924939
